Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://headon.pro,"Kreativ- & Digitalagentur für Web, Apps & Design | Ab 2.500€",42,0.0048926023255355545,n/a,2,200,0.213,0,1,1,1,0,Self-canonical,1,7,22,1,0,-,-,18,0,20,"website erstellen lassen im main-tauber-kreis. webdesign & app-entwicklung zu festpreisen ab 2.500€. ki-gestützt, 4x schneller. professionelle digitalagentur.",
https://headon.pro/,"Kreativ- & Digitalagentur für Web, Apps & Design | Ab 2.500€",94,0.030916796262590633,n/a,0,200,0.128,0,1,1,1,0,Self-canonical,0,108,22,1,0,-,-,18,0,20,"website erstellen lassen im main-tauber-kreis. webdesign & app-entwicklung zu festpreisen ab 2.500€. ki-gestützt, 4x schneller. professionelle digitalagentur.",
https://headon.pro/about,Über uns - HEADON Digitalagentur aus Lauda-Königshofen,89,0.030587486615910296,n/a,1,200,0.113,0,1,1,1,0,Self-canonical,1,107,16,0,0,-,-,20,0,21,"moderne digitalagentur für web, mobile & ki-integration. technologie-agnostisch mit next.js, react, vue, flutter und mehr. regional verwurzelt in lauda-königshofen.",
https://headon.pro/blog,"Blog - Web Development, Design & Innovation | HEADON",98,0.03105347593359449,n/a,1,200,0.341,0,1,1,1,0,Self-canonical,1,107,28,0,0,-,-,19,0,20,"headon blog: insights, trends und best practices zu web development, ui/ux design, mobile apps und digitaler innovation. expertenwissen für digitalexperten.",
https://headon.pro/blog/app-performance-best-practices,,-,0.0038995139275055223,n/a,3,308,0.104,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/blog/caching-strategien-web-apps,"Caching-Strategien: Redis, CDN & Browser-Cache | HEADON Blog",46,0.005003301679329747,n/a,2,200,0.215,0,1,1,1,0,Self-canonical,1,5,21,3,0,-,-,21,0,27,"praktischer guide zu caching: browser cache, cdn, redis, service workers und next.js caching für dramatisch schnellere web-anwendungen.",
https://headon.pro/blog/cms-vergleich-2025,,-,0.0038606369329048994,n/a,4,308,0.101,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,1,-,
https://headon.pro/blog/core-web-vitals-optimierung,Core Web Vitals optimieren: Guide für bessere Rankings | HEADON Blog,68,0.008189943575650657,n/a,3,200,0.147,0,1,1,1,0,Self-canonical,1,5,22,6,0,-,-,21,0,27,"core web vitals sind google-rankingfaktor! erfahren sie, wie sie lcp, fid und cls optimieren und ihre website-performance messbar verbessern – für mehr traffic und conversions.",
https://headon.pro/blog/design-systems-skalierbar,Design Systems mit React & Tailwind CSS | HEADON Blog,32,0.0045260438679928135,n/a,2,200,0.129,0,1,1,1,0,Self-canonical,1,2,21,3,0,-,-,21,0,27,"kompletter guide zum aufbau eines design systems: komponenten-bibliothek, tailwind css, shadcn/ui und best practices für enterprise-apps.",
https://headon.pro/blog/dsgvo-konforme-website-checkliste,DSGVO-konforme Webseite 2025: Checkliste | HEADON Blog,7,0.0041294371074121535,n/a,3,200,0.227,0,1,1,1,0,Self-canonical,1,3,20,16,0,-,-,21,0,28,"dsgvo-konforme webseite: 15-punkte-checkliste für rechtssichere webseiten, cookie-banner best practices, datenschutz-anforderungen und häufige fehler vermeiden.",
https://headon.pro/blog/e-commerce-website-aufbauen,E-Commerce Website aufbauen: Online-Shop Guide 2025 | HEADON Blog,4,0.003996416280594716,n/a,3,200,0.13,0,1,1,1,0,Self-canonical,1,2,21,3,0,-,-,21,0,26,"erfolgreichen online-shop erstellen: plattform-wahl, payment-integration, ux-optimierung, conversion-strategien und marketing für mehr online-umsatz.",
https://headon.pro/blog/google-business-profile-optimieren,,-,0.004241881813120914,n/a,3,308,0.101,0,0,0,0,0,-,0,3,1,0,0,-,-,0,0,0,-,
https://headon.pro/blog/handwerker-website-erfolgreich,Handwerker-Website: Guide für mehr Aufträge | HEADON Blog,44,0.004913196073662374,n/a,2,200,0.135,0,1,1,1,0,Self-canonical,1,4,21,3,0,-,-,21,0,27,"erfolgreiche handwerker-website erstellen: projektgalerie, online-anfragen, local seo, google my business und lead-generierung für handwerksbetriebe.",
https://headon.pro/blog/headless-cms-vorteile,,-,0.0038606369329048994,n/a,4,308,0.1,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,1,-,
https://headon.pro/blog/local-seo-guide-kleine-unternehmen,Local SEO Guide: Bei Google lokal ranken | HEADON Blog,88,0.013338711824812336,n/a,2,200,0.129,0,1,1,1,0,Self-canonical,1,8,23,3,0,-,-,21,0,27,"local seo strategien für kmu: google business profile optimieren, lokale keywords, citations aufbauen, bewertungen sammeln und in google maps erscheinen.",
https://headon.pro/blog/mobile-first-design,Mobile-First Design: Best Practices für 2025 | HEADON Blog,80,0.008820938231121046,n/a,2,200,0.13,0,1,1,1,0,Self-canonical,1,7,21,3,0,-,-,21,0,26,"moderne mobile-first strategie: responsive design, touch interfaces, performance-optimierung und progressive enhancement für mobile web-apps.",
https://headon.pro/blog/mobile-first-design-strategie,,-,0.0038680622325013556,n/a,4,308,0.099,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,1,-,
https://headon.pro/blog/next-js-15-neue-features,Next.js 15: Die wichtigsten neuen Features | HEADON Blog,55,0.005406040186950177,n/a,2,200,0.126,0,1,1,1,0,Self-canonical,1,11,21,7,0,-,-,21,0,26,"entdecken sie die revolutionären features von next.js 15: partial prerendering, server actions und verbesserte performance für enterprise-anwendungen.",
https://headon.pro/blog/next-js-image-optimization,Next.js Image Optimization: WebP & AVIF | HEADON Blog,49,0.0050820933405042335,n/a,2,200,0.13,0,1,1,1,0,Self-canonical,1,6,23,9,0,-,-,21,0,26,"kompletter guide zur next.js image-komponente: automatische optimierung, moderne formate (webp/avif), lazy loading und best practices für perfekte performance.",
https://headon.pro/blog/next-js-performance-optimization,Next.js Performance: 15 Best Practices 2025 | HEADON Blog,81,0.009023165319563877,n/a,2,200,0.147,0,1,1,1,0,Self-canonical,1,9,23,8,0,-,-,21,0,27,"steigern sie ihren lighthouse-score auf 90+: code-splitting, image optimization, caching und moderne performance-patterns für next.js anwendungen.",
https://headon.pro/blog/next-js-vs-wordpress-vergleich,Next.js vs WordPress: Der ultimative CMS-Vergleich 2025 | HEADON Blog,2,0.00391232439367779,n/a,3,200,0.22,0,1,1,1,0,Self-canonical,1,1,24,3,0,-,-,21,0,29,"next.js vs wordpress im detail: performance, seo, kosten, wartung und sicherheit verglichen. welches system passt zu ihrem projekt? kompletter entscheidungsguide.",
https://headon.pro/blog/progressive-web-apps-guide,Progressive Web Apps (PWA): Der komplette Guide für 2025 | HEADON Blog,6,0.004128541670281392,n/a,3,200,0.152,0,1,1,1,0,Self-canonical,1,3,23,3,0,-,-,21,0,26,"pwa-entwicklung verstehen: was sind progressive web apps, vorteile, technische implementierung mit service workers, offline-funktionalität und app-ähnliche features.",
https://headon.pro/blog/react-19-concurrent-features,React 19 Concurrent Features richtig einsetzen | HEADON Blog,40,0.004837629255247262,n/a,2,200,0.254,0,1,1,1,0,Self-canonical,1,5,22,6,0,-,-,21,0,27,"ein praktischer guide zu react 19 concurrent features: use() hook, server components, transitions und automatisches batching für performante apps.",
https://headon.pro/blog/react-native-vs-native,,-,0.0038995139275055223,n/a,3,308,0.1,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/blog/restaurant-website-best-practices,Restaurant Website: Best Practices Guide 2025 | HEADON Blog,9,0.004175030993548348,n/a,3,200,0.23,0,1,1,1,0,Self-canonical,1,2,22,3,0,-,-,21,0,27,"erfolgreiche restaurant-website erstellen: online-reservierung, digitale speisekarte, mobile-optimierung, local seo und online-bestellung für mehr gäste.",
https://headon.pro/blog/seo-texte-schreiben-guide,,-,0.004050585387749346,n/a,3,308,0.102,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/blog/ssr-vs-csr-complete-guide,SSR vs CSR: Der komplette Guide für die richtige Wahl 2025 | HEADON Blog,53,0.005271045468925567,n/a,2,200,0.217,0,1,1,1,0,Self-canonical,1,8,22,6,0,-,-,21,0,27,"server-side vs. client-side rendering verstehen: vor- und nachteile, use cases, performance-impact und wann sie welche strategie nutzen sollten.",
https://headon.pro/blog/web-accessibility-wcag,Web Accessibility: WCAG 2.2 Standards praktisch umsetzen | HEADON Blog,34,0.00455876130662001,n/a,2,200,0.132,0,1,1,1,0,Self-canonical,1,2,21,5,0,-,-,21,0,27,"kompletter wcag-guide: barrierefreie websites entwickeln, aria richtig nutzen, keyboard-navigation und screen-reader unterstützung implementieren.",
https://headon.pro/blog/web-projekt-planung,Web-Projekt erfolgreich planen: Von der Idee zum Launch | HEADON Blog,39,0.004798654713172326,n/a,2,200,0.128,0,1,1,1,0,Self-canonical,1,5,21,3,0,-,-,21,0,26,"kompletter projekt-planungs-guide: requirements, budget, timeline, team, tech-stack und best practices für erfolgreiche web-projekte.",
https://headon.pro/blog/website-erstellen-lassen-guide,Website erstellen lassen 2025: Kompletter Guide | HEADON Blog,28,0.0045090789560784635,n/a,3,200,0.221,0,1,1,1,0,Self-canonical,1,6,24,5,0,-,-,21,0,27,"website erstellen lassen leicht gemacht: schritt-für-schritt-anleitung, agentur vs freelancer vs baukasten-vergleich, checkliste und tipps für ihr projekt.",
https://headon.pro/blog/website-kosten-2025,Website Kosten 2025: Der komplette Preisguide | HEADON Blog,21,0.004421596977370099,n/a,3,200,0.216,0,1,1,1,0,Self-canonical,1,7,24,5,0,-,-,21,0,27,"transparenter website-kosten-überblick 2025: preisspannen, versteckte kosten, kostenrechner und vergleich agentur vs. freelancer vs. baukasten für ihre website.",
https://headon.pro/blog/website-performance-optimieren,,-,0.003951693847561104,n/a,4,308,0.1,0,0,0,0,0,-,0,2,1,0,0,-,-,0,0,1,-,
https://headon.pro/blog/website-relaunch-guide,Website Relaunch 2025: Guide zum Neustart | HEADON Blog,8,0.004137597329713649,n/a,3,200,0.325,0,1,1,1,0,Self-canonical,1,3,24,7,0,-,-,21,0,27,"website relaunch meistern: 10 anzeichen für relaunch, schritt-für-schritt-prozess, seo-checkliste, häufige fehler und wie sie ranking-verluste vermeiden.",
